Number,Name,Type,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image
0770,Palossand,"['Ghost', 'Ground']",480,85,75,110,100,75,35,https://img.pokemondb.net/artwork/large/palossand.jpg
0771,Pyukumuku,['Water'],410,55,60,130,30,130,5,https://img.pokemondb.net/artwork/large/pyukumuku.jpg
0772,Type: Null,['Normal'],534,95,95,95,95,95,59,https://img.pokemondb.net/artwork/large/type-null.jpg
0773,Silvally,['Normal'],570,95,95,95,95,95,95,https://img.pokemondb.net/artwork/large/silvally.jpg
0774,Minior,"['Rock', 'Flying']",440,60,60,100,60,100,60,https://img.pokemondb.net/artwork/large/minior-meteor.jpg
0774,Minior,"['Rock', 'Flying']",500,60,100,60,100,60,120,https://img.pokemondb.net/artwork/large/minior-core.jpg
0775,Komala,['Normal'],480,65,115,65,75,95,65,https://img.pokemondb.net/artwork/large/komala.jpg
0776,Turtonator,"['Fire', 'Dragon']",485,60,78,135,91,85,36,https://img.pokemondb.net/artwork/large/turtonator.jpg
0777,Togedemaru,"['Electric', 'Steel']",435,65,98,63,40,73,96,https://img.pokemondb.net/artwork/large/togedemaru.jpg
0778,Mimikyu,"['Ghost', 'Fairy']",476,55,90,80,50,105,96,https://img.pokemondb.net/artwork/large/mimikyu.jpg
0779,Bruxish,"['Water', 'Psychic']",475,68,105,70,70,70,92,https://img.pokemondb.net/artwork/large/bruxish.jpg
0780,Drampa,"['Normal', 'Dragon']",485,78,60,85,135,91,36,https://img.pokemondb.net/artwork/large/drampa.jpg
0781,Dhelmise,"['Ghost', 'Grass']",517,70,131,100,86,90,40,https://img.pokemondb.net/artwork/large/dhelmise.jpg
0782,Jangmo-o,['Dragon'],300,45,55,65,45,45,45,https://img.pokemondb.net/artwork/large/jangmo-o.jpg
0783,Hakamo-o,"['Dragon', 'Fighting']",420,55,75,90,65,70,65,https://img.pokemondb.net/artwork/large/hakamo-o.jpg
0784,Kommo-o,"['Dragon', 'Fighting']",600,75,110,125,100,105,85,https://img.pokemondb.net/artwork/large/kommo-o.jpg
0785,Tapu Koko,"['Electric', 'Fairy']",570,70,115,85,95,75,130,https://img.pokemondb.net/artwork/large/tapu-koko.jpg
0786,Tapu Lele,"['Psychic', 'Fairy']",570,70,85,75,130,115,95,https://img.pokemondb.net/artwork/large/tapu-lele.jpg
0787,Tapu Bulu,"['Grass', 'Fairy']",570,70,130,115,85,95,75,https://img.pokemondb.net/artwork/large/tapu-bulu.jpg
0788,Tapu Fini,"['Water', 'Fairy']",570,70,75,115,95,130,85,https://img.pokemondb.net/artwork/large/tapu-fini.jpg
0789,Cosmog,['Psychic'],200,43,29,31,29,31,37,https://img.pokemondb.net/artwork/large/cosmog.jpg
0790,Cosmoem,['Psychic'],400,43,29,131,29,131,37,https://img.pokemondb.net/artwork/large/cosmoem.jpg
0791,Solgaleo,"['Psychic', 'Steel']",680,137,137,107,113,89,97,https://img.pokemondb.net/artwork/large/solgaleo.jpg
0792,Lunala,"['Psychic', 'Ghost']",680,137,113,89,137,107,97,https://img.pokemondb.net/artwork/large/lunala.jpg
0793,Nihilego,"['Rock', 'Poison']",570,109,53,47,127,131,103,https://img.pokemondb.net/artwork/large/nihilego.jpg
0794,Buzzwole,"['Bug', 'Fighting']",570,107,139,139,53,53,79,https://img.pokemondb.net/artwork/large/buzzwole.jpg
0795,Pheromosa,"['Bug', 'Fighting']",570,71,137,37,137,37,151,https://img.pokemondb.net/artwork/large/pheromosa.jpg
0796,Xurkitree,['Electric'],570,83,89,71,173,71,83,https://img.pokemondb.net/artwork/large/xurkitree.jpg
0797,Celesteela,"['Steel', 'Flying']",570,97,101,103,107,101,61,https://img.pokemondb.net/artwork/large/celesteela.jpg
0798,Kartana,"['Grass', 'Steel']",570,59,181,131,59,31,109,https://img.pokemondb.net/artwork/large/kartana.jpg
0799,Guzzlord,"['Dark', 'Dragon']",570,223,101,53,97,53,43,https://img.pokemondb.net/artwork/large/guzzlord.jpg
0800,Necrozma,['Psychic'],600,97,107,101,127,89,79,https://img.pokemondb.net/artwork/large/necrozma.jpg
0800,Necrozma,"['Psychic', 'Steel']",680,97,157,127,113,109,77,https://img.pokemondb.net/artwork/large/necrozma-dusk-mane.jpg
0800,Necrozma,"['Psychic', 'Ghost']",680,97,113,109,157,127,77,https://img.pokemondb.net/artwork/large/necrozma-dawn-wings.jpg
0800,Necrozma,"['Psychic', 'Dragon']",754,97,167,97,167,97,129,https://img.pokemondb.net/artwork/large/necrozma-ultra.jpg
0801,Magearna,"['Steel', 'Fairy']",600,80,95,115,130,115,65,https://img.pokemondb.net/artwork/large/magearna.jpg
0802,Marshadow,"['Fighting', 'Ghost']",600,90,125,80,90,90,125,https://img.pokemondb.net/artwork/large/marshadow.jpg
0803,Poipole,['Poison'],420,67,73,67,73,67,73,https://img.pokemondb.net/artwork/large/poipole.jpg
0804,Naganadel,"['Poison', 'Dragon']",540,73,73,73,127,73,121,https://img.pokemondb.net/artwork/large/naganadel.jpg
0805,Stakataka,"['Rock', 'Steel']",570,61,131,211,53,101,13,https://img.pokemondb.net/artwork/large/stakataka.jpg
0806,Blacephalon,"['Fire', 'Ghost']",570,53,127,53,151,79,107,https://img.pokemondb.net/artwork/large/blacephalon.jpg
0807,Zeraora,['Electric'],600,88,112,75,102,80,143,https://img.pokemondb.net/artwork/large/zeraora.jpg
0808,Meltan,['Steel'],300,46,65,65,55,35,34,https://img.pokemondb.net/artwork/large/meltan.jpg
0809,Melmetal,['Steel'],600,135,143,143,80,65,34,https://img.pokemondb.net/artwork/large/melmetal.jpg
0810,Grookey,['Grass'],310,50,65,50,40,40,65,https://img.pokemondb.net/artwork/large/grookey.jpg
0811,Thwackey,['Grass'],420,70,85,70,55,60,80,https://img.pokemondb.net/artwork/large/thwackey.jpg
0812,Rillaboom,['Grass'],530,100,125,90,60,70,85,https://img.pokemondb.net/artwork/large/rillaboom.jpg
0813,Scorbunny,['Fire'],310,50,71,40,40,40,69,https://img.pokemondb.net/artwork/large/scorbunny.jpg
0814,Raboot,['Fire'],420,65,86,60,55,60,94,https://img.pokemondb.net/artwork/large/raboot.jpg
0815,Cinderace,['Fire'],530,80,116,75,65,75,119,https://img.pokemondb.net/artwork/large/cinderace.jpg
0816,Sobble,['Water'],310,50,40,40,70,40,70,https://img.pokemondb.net/artwork/large/sobble.jpg
0817,Drizzile,['Water'],420,65,60,55,95,55,90,https://img.pokemondb.net/artwork/large/drizzile.jpg
0818,Inteleon,['Water'],530,70,85,65,125,65,120,https://img.pokemondb.net/artwork/large/inteleon.jpg
0819,Skwovet,['Normal'],275,70,55,55,35,35,25,https://img.pokemondb.net/artwork/large/skwovet.jpg
0820,Greedent,['Normal'],460,120,95,95,55,75,20,https://img.pokemondb.net/artwork/large/greedent.jpg
0821,Rookidee,['Flying'],245,38,47,35,33,35,57,https://img.pokemondb.net/artwork/large/rookidee.jpg
0822,Corvisquire,['Flying'],365,68,67,55,43,55,77,https://img.pokemondb.net/artwork/large/corvisquire.jpg
0823,Corviknight,"['Flying', 'Steel']",495,98,87,105,53,85,67,https://img.pokemondb.net/artwork/large/corviknight.jpg
0824,Blipbug,['Bug'],180,25,20,20,25,45,45,https://img.pokemondb.net/artwork/large/blipbug.jpg
0825,Dottler,"['Bug', 'Psychic']",335,50,35,80,50,90,30,https://img.pokemondb.net/artwork/large/dottler.jpg
0826,Orbeetle,"['Bug', 'Psychic']",505,60,45,110,80,120,90,https://img.pokemondb.net/artwork/large/orbeetle.jpg
0827,Nickit,['Dark'],245,40,28,28,47,52,50,https://img.pokemondb.net/artwork/large/nickit.jpg
0828,Thievul,['Dark'],455,70,58,58,87,92,90,https://img.pokemondb.net/artwork/large/thievul.jpg
0829,Gossifleur,['Grass'],250,40,40,60,40,60,10,https://img.pokemondb.net/artwork/large/gossifleur.jpg
0830,Eldegoss,['Grass'],460,60,50,90,80,120,60,https://img.pokemondb.net/artwork/large/eldegoss.jpg
0831,Wooloo,['Normal'],270,42,40,55,40,45,48,https://img.pokemondb.net/artwork/large/wooloo.jpg
0832,Dubwool,['Normal'],490,72,80,100,60,90,88,https://img.pokemondb.net/artwork/large/dubwool.jpg
0833,Chewtle,['Water'],284,50,64,50,38,38,44,https://img.pokemondb.net/artwork/large/chewtle.jpg
0834,Drednaw,"['Water', 'Rock']",485,90,115,90,48,68,74,https://img.pokemondb.net/artwork/large/drednaw.jpg
0835,Yamper,['Electric'],270,59,45,50,40,50,26,https://img.pokemondb.net/artwork/large/yamper.jpg
0836,Boltund,['Electric'],490,69,90,60,90,60,121,https://img.pokemondb.net/artwork/large/boltund.jpg
0837,Rolycoly,['Rock'],240,30,40,50,40,50,30,https://img.pokemondb.net/artwork/large/rolycoly.jpg
0838,Carkol,"['Rock', 'Fire']",410,80,60,90,60,70,50,https://img.pokemondb.net/artwork/large/carkol.jpg
0839,Coalossal,"['Rock', 'Fire']",510,110,80,120,80,90,30,https://img.pokemondb.net/artwork/large/coalossal.jpg
0840,Applin,"['Grass', 'Dragon']",260,40,40,80,40,40,20,https://img.pokemondb.net/artwork/large/applin.jpg
0841,Flapple,"['Grass', 'Dragon']",485,70,110,80,95,60,70,https://img.pokemondb.net/artwork/large/flapple.jpg
0842,Appletun,"['Grass', 'Dragon']",485,110,85,80,100,80,30,https://img.pokemondb.net/artwork/large/appletun.jpg
0843,Silicobra,['Ground'],315,52,57,75,35,50,46,https://img.pokemondb.net/artwork/large/silicobra.jpg
0844,Sandaconda,['Ground'],510,72,107,125,65,70,71,https://img.pokemondb.net/artwork/large/sandaconda.jpg
0845,Cramorant,"['Flying', 'Water']",475,70,85,55,85,95,85,https://img.pokemondb.net/artwork/large/cramorant.jpg
0846,Arrokuda,['Water'],280,41,63,40,40,30,66,https://img.pokemondb.net/artwork/large/arrokuda.jpg
0847,Barraskewda,['Water'],490,61,123,60,60,50,136,https://img.pokemondb.net/artwork/large/barraskewda.jpg
0848,Toxel,"['Electric', 'Poison']",242,40,38,35,54,35,40,https://img.pokemondb.net/artwork/large/toxel.jpg
0849,Toxtricity,"['Electric', 'Poison']",502,75,98,70,114,70,75,https://img.pokemondb.net/artwork/large/toxtricity-amped.jpg
0849,Toxtricity,"['Electric', 'Poison']",502,75,98,70,114,70,75,https://img.pokemondb.net/artwork/large/toxtricity-low-key.jpg
0850,Sizzlipede,"['Fire', 'Bug']",305,50,65,45,50,50,45,https://img.pokemondb.net/artwork/large/sizzlipede.jpg
0851,Centiskorch,"['Fire', 'Bug']",525,100,115,65,90,90,65,https://img.pokemondb.net/artwork/large/centiskorch.jpg
0852,Clobbopus,['Fighting'],310,50,68,60,50,50,32,https://img.pokemondb.net/artwork/large/clobbopus.jpg
0853,Grapploct,['Fighting'],480,80,118,90,70,80,42,https://img.pokemondb.net/artwork/large/grapploct.jpg
0854,Sinistea,['Ghost'],308,40,45,45,74,54,50,https://img.pokemondb.net/artwork/large/sinistea.jpg
0855,Polteageist,['Ghost'],508,60,65,65,134,114,70,https://img.pokemondb.net/artwork/large/polteageist.jpg
0856,Hatenna,['Psychic'],265,42,30,45,56,53,39,https://img.pokemondb.net/artwork/large/hatenna.jpg
0857,Hattrem,['Psychic'],370,57,40,65,86,73,49,https://img.pokemondb.net/artwork/large/hattrem.jpg
0858,Hatterene,"['Psychic', 'Fairy']",510,57,90,95,136,103,29,https://img.pokemondb.net/artwork/large/hatterene.jpg
0859,Impidimp,"['Dark', 'Fairy']",265,45,45,30,55,40,50,https://img.pokemondb.net/artwork/large/impidimp.jpg
0860,Morgrem,"['Dark', 'Fairy']",370,65,60,45,75,55,70,https://img.pokemondb.net/artwork/large/morgrem.jpg
0861,Grimmsnarl,"['Dark', 'Fairy']",510,95,120,65,95,75,60,https://img.pokemondb.net/artwork/large/grimmsnarl.jpg
0862,Obstagoon,"['Dark', 'Normal']",520,93,90,101,60,81,95,https://img.pokemondb.net/artwork/large/obstagoon.jpg
0863,Perrserker,['Steel'],440,70,110,100,50,60,50,https://img.pokemondb.net/artwork/large/perrserker.jpg
0864,Cursola,['Ghost'],510,60,95,50,145,130,30,https://img.pokemondb.net/artwork/large/cursola.jpg
0865,Sirfetch'd,['Fighting'],507,62,135,95,68,82,65,https://img.pokemondb.net/artwork/large/sirfetchd.jpg
0866,Mr. Rime,"['Ice', 'Psychic']",520,80,85,75,110,100,70,https://img.pokemondb.net/artwork/large/mr-rime.jpg
0867,Runerigus,"['Ground', 'Ghost']",483,58,95,145,50,105,30,https://img.pokemondb.net/artwork/large/runerigus.jpg
0868,Milcery,['Fairy'],270,45,40,40,50,61,34,https://img.pokemondb.net/artwork/large/milcery.jpg
0869,Alcremie,['Fairy'],495,65,60,75,110,121,64,https://img.pokemondb.net/artwork/large/alcremie.jpg
0870,Falinks,['Fighting'],470,65,100,100,70,60,75,https://img.pokemondb.net/artwork/large/falinks.jpg
0871,Pincurchin,['Electric'],435,48,101,95,91,85,15,https://img.pokemondb.net/artwork/large/pincurchin.jpg
0872,Snom,"['Ice', 'Bug']",185,30,25,35,45,30,20,https://img.pokemondb.net/artwork/large/snom.jpg
0873,Frosmoth,"['Ice', 'Bug']",475,70,65,60,125,90,65,https://img.pokemondb.net/artwork/large/frosmoth.jpg
0874,Stonjourner,['Rock'],470,100,125,135,20,20,70,https://img.pokemondb.net/artwork/large/stonjourner.jpg
0875,Eiscue,['Ice'],470,75,80,110,65,90,50,https://img.pokemondb.net/artwork/large/eiscue-ice.jpg
0875,Eiscue,['Ice'],470,75,80,70,65,50,130,https://img.pokemondb.net/artwork/large/eiscue-noice.jpg
0876,Indeedee,"['Psychic', 'Normal']",475,60,65,55,105,95,95,https://img.pokemondb.net/artwork/large/indeedee-male.jpg
0876,Indeedee,"['Psychic', 'Normal']",475,70,55,65,95,105,85,https://img.pokemondb.net/artwork/large/indeedee-female.jpg
0877,Morpeko,"['Electric', 'Dark']",436,58,95,58,70,58,97,https://img.pokemondb.net/artwork/large/morpeko-full-belly.jpg
0877,Morpeko,"['Electric', 'Dark']",436,58,95,58,70,58,97,https://img.pokemondb.net/artwork/large/morpeko-hangry.jpg
0878,Cufant,['Steel'],330,72,80,49,40,49,40,https://img.pokemondb.net/artwork/large/cufant.jpg
0879,Copperajah,['Steel'],500,122,130,69,80,69,30,https://img.pokemondb.net/artwork/large/copperajah.jpg
0880,Dracozolt,"['Electric', 'Dragon']",505,90,100,90,80,70,75,https://img.pokemondb.net/artwork/large/dracozolt.jpg
0881,Arctozolt,"['Electric', 'Ice']",505,90,100,90,90,80,55,https://img.pokemondb.net/artwork/large/arctozolt.jpg
0882,Dracovish,"['Water', 'Dragon']",505,90,90,100,70,80,75,https://img.pokemondb.net/artwork/large/dracovish.jpg
0883,Arctovish,"['Water', 'Ice']",505,90,90,100,80,90,55,https://img.pokemondb.net/artwork/large/arctovish.jpg
0884,Duraludon,"['Steel', 'Dragon']",535,70,95,115,120,50,85,https://img.pokemondb.net/artwork/large/duraludon.jpg
0885,Dreepy,"['Dragon', 'Ghost']",270,28,60,30,40,30,82,https://img.pokemondb.net/artwork/large/dreepy.jpg
0886,Drakloak,"['Dragon', 'Ghost']",410,68,80,50,60,50,102,https://img.pokemondb.net/artwork/large/drakloak.jpg
0887,Dragapult,"['Dragon', 'Ghost']",600,88,120,75,100,75,142,https://img.pokemondb.net/artwork/large/dragapult.jpg
0888,Zacian,['Fairy'],660,92,120,115,80,115,138,https://img.pokemondb.net/artwork/large/zacian-hero.jpg
0888,Zacian,"['Fairy', 'Steel']",700,92,150,115,80,115,148,https://img.pokemondb.net/artwork/large/zacian-crowned.jpg
0889,Zamazenta,['Fighting'],660,92,120,115,80,115,138,https://img.pokemondb.net/artwork/large/zamazenta-hero.jpg
0889,Zamazenta,"['Fighting', 'Steel']",700,92,120,140,80,140,128,https://img.pokemondb.net/artwork/large/zamazenta-crowned.jpg
0890,Eternatus,"['Poison', 'Dragon']",690,140,85,95,145,95,130,https://img.pokemondb.net/artwork/large/eternatus.jpg
0890,Eternatus,"['Poison', 'Dragon']",1125,255,115,250,125,250,130,https://img.pokemondb.net/artwork/large/eternatus-eternamax.jpg
0891,Kubfu,['Fighting'],385,60,90,60,53,50,72,https://img.pokemondb.net/artwork/large/kubfu.jpg
0892,Urshifu,"['Fighting', 'Dark']",550,100,130,100,63,60,97,https://img.pokemondb.net/artwork/large/urshifu-single-strike.jpg
0892,Urshifu,"['Fighting', 'Water']",550,100,130,100,63,60,97,https://img.pokemondb.net/artwork/large/urshifu-rapid-strike.jpg
0893,Zarude,"['Dark', 'Grass']",600,105,120,105,70,95,105,https://img.pokemondb.net/artwork/large/zarude.jpg
0894,Regieleki,['Electric'],580,80,100,50,100,50,200,https://img.pokemondb.net/artwork/large/regieleki.jpg
0895,Regidrago,['Dragon'],580,200,100,50,100,50,80,https://img.pokemondb.net/artwork/large/regidrago.jpg
0896,Glastrier,['Ice'],580,100,145,130,65,110,30,https://img.pokemondb.net/artwork/large/glastrier.jpg
0897,Spectrier,['Ghost'],580,100,65,60,145,80,130,https://img.pokemondb.net/artwork/large/spectrier.jpg
0898,Calyrex,"['Psychic', 'Grass']",500,100,80,80,80,80,80,https://img.pokemondb.net/artwork/large/calyrex.jpg
0898,Calyrex,"['Psychic', 'Ice']",680,100,165,150,85,130,50,https://img.pokemondb.net/artwork/large/calyrex-ice-rider.jpg
0898,Calyrex,"['Psychic', 'Ghost']",680,100,85,80,165,100,150,https://img.pokemondb.net/artwork/large/calyrex-shadow-rider.jpg
0899,Wyrdeer,"['Normal', 'Psychic']",525,103,105,72,105,75,65,https://img.pokemondb.net/artwork/large/wyrdeer.jpg
0900,Kleavor,"['Bug', 'Rock']",500,70,135,95,45,70,85,https://img.pokemondb.net/artwork/large/kleavor.jpg
0901,Ursaluna,"['Ground', 'Normal']",550,130,140,105,45,80,50,https://img.pokemondb.net/artwork/large/ursaluna.jpg
0901,Ursaluna,"['Ground', 'Normal']",555,113,70,120,135,65,52,https://img.pokemondb.net/artwork/large/ursaluna-bloodmoon.jpg
0902,Basculegion,"['Water', 'Ghost']",530,120,112,65,80,75,78,https://img.pokemondb.net/artwork/large/basculegion-male.jpg
0902,Basculegion,"['Water', 'Ghost']",530,120,92,65,100,75,78,https://img.pokemondb.net/artwork/large/basculegion-female.jpg
0903,Sneasler,"['Fighting', 'Poison']",510,80,130,60,40,80,120,https://img.pokemondb.net/artwork/large/sneasler.jpg
0904,Overqwil,"['Dark', 'Poison']",510,85,115,95,65,65,85,https://img.pokemondb.net/artwork/large/overqwil.jpg
0905,Enamorus,"['Fairy', 'Flying']",580,74,115,70,135,80,106,https://img.pokemondb.net/artwork/large/enamorus-incarnate.jpg
0905,Enamorus,"['Fairy', 'Flying']",580,74,115,110,135,100,46,https://img.pokemondb.net/artwork/large/enamorus-therian.jpg
0906,Sprigatito,['Grass'],310,40,61,54,45,45,65,https://img.pokemondb.net/artwork/large/sprigatito.jpg
0907,Floragato,['Grass'],410,61,80,63,60,63,83,https://img.pokemondb.net/artwork/large/floragato.jpg
0908,Meowscarada,"['Grass', 'Dark']",530,76,110,70,81,70,123,https://img.pokemondb.net/artwork/large/meowscarada.jpg
0909,Fuecoco,['Fire'],310,67,45,59,63,40,36,https://img.pokemondb.net/artwork/large/fuecoco.jpg
0910,Crocalor,['Fire'],411,81,55,78,90,58,49,https://img.pokemondb.net/artwork/large/crocalor.jpg
0911,Skeledirge,"['Fire', 'Ghost']",530,104,75,100,110,75,66,https://img.pokemondb.net/artwork/large/skeledirge.jpg
0912,Quaxly,['Water'],310,55,65,45,50,45,50,https://img.pokemondb.net/artwork/large/quaxly.jpg
0913,Quaxwell,['Water'],410,70,85,65,65,60,65,https://img.pokemondb.net/artwork/large/quaxwell.jpg
0914,Quaquaval,"['Water', 'Fighting']",530,85,120,80,85,75,85,https://img.pokemondb.net/artwork/large/quaquaval.jpg
0915,Lechonk,['Normal'],254,54,45,40,35,45,35,https://img.pokemondb.net/artwork/large/lechonk.jpg
0916,Oinkologne,['Normal'],489,110,100,75,59,80,65,https://img.pokemondb.net/artwork/large/oinkologne-male.jpg
0916,Oinkologne,['Normal'],489,115,90,70,59,90,65,https://img.pokemondb.net/artwork/large/oinkologne-female.jpg
0917,Tarountula,['Bug'],210,35,41,45,29,40,20,https://img.pokemondb.net/artwork/large/tarountula.jpg
0918,Spidops,['Bug'],404,60,79,92,52,86,35,https://img.pokemondb.net/artwork/large/spidops.jpg
0919,Nymble,['Bug'],210,33,46,40,21,25,45,https://img.pokemondb.net/artwork/large/nymble.jpg
0920,Lokix,"['Bug', 'Dark']",450,71,102,78,52,55,92,https://img.pokemondb.net/artwork/large/lokix.jpg
0921,Pawmi,['Electric'],240,45,50,20,40,25,60,https://img.pokemondb.net/artwork/large/pawmi.jpg
0922,Pawmo,"['Electric', 'Fighting']",350,60,75,40,50,40,85,https://img.pokemondb.net/artwork/large/pawmo.jpg
0923,Pawmot,"['Electric', 'Fighting']",490,70,115,70,70,60,105,https://img.pokemondb.net/artwork/large/pawmot.jpg
0924,Tandemaus,['Normal'],305,50,50,45,40,45,75,https://img.pokemondb.net/artwork/large/tandemaus.jpg
0925,Maushold,['Normal'],470,74,75,70,65,75,111,https://img.pokemondb.net/artwork/large/maushold-family4.jpg
0925,Maushold,['Normal'],470,74,75,70,65,75,111,https://img.pokemondb.net/artwork/large/maushold-family3.jpg
0926,Fidough,['Fairy'],312,37,55,70,30,55,65,https://img.pokemondb.net/artwork/large/fidough.jpg
0927,Dachsbun,['Fairy'],477,57,80,115,50,80,95,https://img.pokemondb.net/artwork/large/dachsbun.jpg
0928,Smoliv,"['Grass', 'Normal']",260,41,35,45,58,51,30,https://img.pokemondb.net/artwork/large/smoliv.jpg
0929,Dolliv,"['Grass', 'Normal']",354,52,53,60,78,78,33,https://img.pokemondb.net/artwork/large/dolliv.jpg
0930,Arboliva,"['Grass', 'Normal']",510,78,69,90,125,109,39,https://img.pokemondb.net/artwork/large/arboliva.jpg
0931,Squawkabilly,"['Normal', 'Flying']",417,82,96,51,45,51,92,https://img.pokemondb.net/artwork/large/squawkabilly-green.jpg
0931,Squawkabilly,"['Normal', 'Flying']",417,82,96,51,45,51,92,https://img.pokemondb.net/artwork/large/squawkabilly-blue.jpg
0931,Squawkabilly,"['Normal', 'Flying']",417,82,96,51,45,51,92,https://img.pokemondb.net/artwork/large/squawkabilly-yellow.jpg
0931,Squawkabilly,"['Normal', 'Flying']",417,82,96,51,45,51,92,https://img.pokemondb.net/artwork/large/squawkabilly-white.jpg
0932,Nacli,['Rock'],280,55,55,75,35,35,25,https://img.pokemondb.net/artwork/large/nacli.jpg
0933,Naclstack,['Rock'],355,60,60,100,35,65,35,https://img.pokemondb.net/artwork/large/naclstack.jpg
0934,Garganacl,['Rock'],500,100,100,130,45,90,35,https://img.pokemondb.net/artwork/large/garganacl.jpg
0935,Charcadet,['Fire'],255,40,50,40,50,40,35,https://img.pokemondb.net/artwork/large/charcadet.jpg
0936,Armarouge,"['Fire', 'Psychic']",525,85,60,100,125,80,75,https://img.pokemondb.net/artwork/large/armarouge.jpg
0937,Ceruledge,"['Fire', 'Ghost']",525,75,125,80,60,100,85,https://img.pokemondb.net/artwork/large/ceruledge.jpg
0938,Tadbulb,['Electric'],272,61,31,41,59,35,45,https://img.pokemondb.net/artwork/large/tadbulb.jpg
0939,Bellibolt,['Electric'],495,109,64,91,103,83,45,https://img.pokemondb.net/artwork/large/bellibolt.jpg
0940,Wattrel,"['Electric', 'Flying']",280,40,40,35,55,40,70,https://img.pokemondb.net/artwork/large/wattrel.jpg
0941,Kilowattrel,"['Electric', 'Flying']",490,70,70,60,105,60,125,https://img.pokemondb.net/artwork/large/kilowattrel.jpg
0942,Maschiff,['Dark'],340,60,78,60,40,51,51,https://img.pokemondb.net/artwork/large/maschiff.jpg
0943,Mabosstiff,['Dark'],505,80,120,90,60,70,85,https://img.pokemondb.net/artwork/large/mabosstiff.jpg
0944,Shroodle,"['Poison', 'Normal']",290,40,65,35,40,35,75,https://img.pokemondb.net/artwork/large/shroodle.jpg
0945,Grafaiai,"['Poison', 'Normal']",485,63,95,65,80,72,110,https://img.pokemondb.net/artwork/large/grafaiai.jpg
0946,Bramblin,"['Grass', 'Ghost']",275,40,65,30,45,35,60,https://img.pokemondb.net/artwork/large/bramblin.jpg
0947,Brambleghast,"['Grass', 'Ghost']",480,55,115,70,80,70,90,https://img.pokemondb.net/artwork/large/brambleghast.jpg
0948,Toedscool,"['Ground', 'Grass']",335,40,40,35,50,100,70,https://img.pokemondb.net/artwork/large/toedscool.jpg
0949,Toedscruel,"['Ground', 'Grass']",515,80,70,65,80,120,100,https://img.pokemondb.net/artwork/large/toedscruel.jpg
0950,Klawf,['Rock'],450,70,100,115,35,55,75,https://img.pokemondb.net/artwork/large/klawf.jpg
0951,Capsakid,['Grass'],304,50,62,40,62,40,50,https://img.pokemondb.net/artwork/large/capsakid.jpg
0952,Scovillain,"['Grass', 'Fire']",486,65,108,65,108,65,75,https://img.pokemondb.net/artwork/large/scovillain.jpg
0953,Rellor,['Bug'],270,41,50,60,31,58,30,https://img.pokemondb.net/artwork/large/rellor.jpg
0954,Rabsca,"['Bug', 'Psychic']",470,75,50,85,115,100,45,https://img.pokemondb.net/artwork/large/rabsca.jpg
0955,Flittle,['Psychic'],255,30,35,30,55,30,75,https://img.pokemondb.net/artwork/large/flittle.jpg
0956,Espathra,['Psychic'],481,95,60,60,101,60,105,https://img.pokemondb.net/artwork/large/espathra.jpg
0957,Tinkatink,"['Fairy', 'Steel']",297,50,45,45,35,64,58,https://img.pokemondb.net/artwork/large/tinkatink.jpg
0958,Tinkatuff,"['Fairy', 'Steel']",380,65,55,55,45,82,78,https://img.pokemondb.net/artwork/large/tinkatuff.jpg
0959,Tinkaton,"['Fairy', 'Steel']",506,85,75,77,70,105,94,https://img.pokemondb.net/artwork/large/tinkaton.jpg
0960,Wiglett,['Water'],245,10,55,25,35,25,95,https://img.pokemondb.net/artwork/large/wiglett.jpg
0961,Wugtrio,['Water'],425,35,100,50,50,70,120,https://img.pokemondb.net/artwork/large/wugtrio.jpg
0962,Bombirdier,"['Flying', 'Dark']",485,70,103,85,60,85,82,https://img.pokemondb.net/artwork/large/bombirdier.jpg
0963,Finizen,['Water'],315,70,45,40,45,40,75,https://img.pokemondb.net/artwork/large/finizen.jpg
0964,Palafin,['Water'],457,100,70,72,53,62,100,https://img.pokemondb.net/artwork/large/palafin-zero.jpg
0964,Palafin,['Water'],650,100,160,97,106,87,100,https://img.pokemondb.net/artwork/large/palafin-hero.jpg
0965,Varoom,"['Steel', 'Poison']",300,45,70,63,30,45,47,https://img.pokemondb.net/artwork/large/varoom.jpg
0966,Revavroom,"['Steel', 'Poison']",500,80,119,90,54,67,90,https://img.pokemondb.net/artwork/large/revavroom.jpg
0967,Cyclizar,"['Dragon', 'Normal']",501,70,95,65,85,65,121,https://img.pokemondb.net/artwork/large/cyclizar.jpg
0968,Orthworm,['Steel'],480,70,85,145,60,55,65,https://img.pokemondb.net/artwork/large/orthworm.jpg
0969,Glimmet,"['Rock', 'Poison']",350,48,35,42,105,60,60,https://img.pokemondb.net/artwork/large/glimmet.jpg
0970,Glimmora,"['Rock', 'Poison']",525,83,55,90,130,81,86,https://img.pokemondb.net/artwork/large/glimmora.jpg
0971,Greavard,['Ghost'],290,50,61,60,30,55,34,https://img.pokemondb.net/artwork/large/greavard.jpg
0972,Houndstone,['Ghost'],488,72,101,100,50,97,68,https://img.pokemondb.net/artwork/large/houndstone.jpg
0973,Flamigo,"['Flying', 'Fighting']",500,82,115,74,75,64,90,https://img.pokemondb.net/artwork/large/flamigo.jpg
0974,Cetoddle,['Ice'],334,108,68,45,30,40,43,https://img.pokemondb.net/artwork/large/cetoddle.jpg
